Date,Year,Month,Month_Num,Category,Product,SKU,Region,Actual,Forecast,Unit_Price,Error,Abs_Error,APE,Bias_Pct,Revenue_Actual,Revenue_Forecast,FA_Pct,Within_20
2024-05-01,2024,May,5,Electronics,Headphones,HEA-E-05,East,1521,1471,173,-50,50,3.2873109796186717,-3.2873109796186717,263133,254483,96.71268902038133,1
2024-06-01,2024,Jun,6,Electronics,Headphones,HEA-E-06,East,1435,1671,173,236,236,16.445993031358885,16.445993031358885,248255,289083,83.55400696864112,1
2024-07-01,2024,Jul,7,Electronics,Headphones,HEA-E-07,East,1394,1666,173,272,272,19.51219512195122,19.51219512195122,241162,288218,80.48780487804879,1
2024-08-01,2024,Aug,8,Electronics,Headphones,HEA-E-08,East,984,987,173,3,3,0.3048780487804878,0.3048780487804878,170232,170751,99.6951219512195,1
2024-09-01,2024,Sep,9,Electronics,Headphones,HEA-E-09,East,1187,1244,173,57,57,4.802021903959562,4.802021903959562,205351,215212,95.19797809604043,1
2024-10-01,2024,Oct,10,Electronics,Headphones,HEA-E-10,East,1036,1015,173,-21,21,2.027027027027027,-2.027027027027027,179228,175595,97.97297297297297,1
2024-11-01,2024,Nov,11,Electronics,Headphones,HEA-E-11,East,741,650,173,-91,91,12.280701754385964,-12.280701754385964,128193,112450,87.71929824561404,1
2024-12-01,2024,Dec,12,Electronics,Headphones,HEA-E-12,East,588,772,173,184,184,31.292517006802722,31.292517006802722,101724,133556,68.70748299319727,0
2024-01-01,2024,Jan,1,Electronics,Headphones,HEA-W-01,West,1019,953,445,-66,66,6.47693817468106,-6.47693817468106,453455,424085,93.52306182531895,1
2024-02-01,2024,Feb,2,Electronics,Headphones,HEA-W-02,West,1245,1145,445,-100,100,8.032128514056225,-8.032128514056225,554025,509525,91.96787148594377,1
2024-03-01,2024,Mar,3,Electronics,Headphones,HEA-W-03,West,941,672,445,-269,269,28.586609989373006,-28.586609989373006,418745,299040,71.41339001062698,0
2024-04-01,2024,Apr,4,Electronics,Headphones,HEA-W-04,West,1477,1209,445,-268,268,18.14488828706838,-18.14488828706838,657265,538005,81.85511171293162,1
2024-05-01,2024,May,5,Electronics,Headphones,HEA-W-05,West,1517,1173,445,-344,344,22.67633487145682,-22.67633487145682,675065,521985,77.32366512854318,0
2024-06-01,2024,Jun,6,Electronics,Headphones,HEA-W-06,West,1249,1174,445,-75,75,6.00480384307446,-6.00480384307446,555805,522430,93.99519615692554,1
2024-07-01,2024,Jul,7,Electronics,Headphones,HEA-W-07,West,1235,1126,445,-109,109,8.82591093117409,-8.82591093117409,549575,501070,91.17408906882591,1
2024-08-01,2024,Aug,8,Electronics,Headphones,HEA-W-08,West,1091,1116,445,25,25,2.2914757103574703,2.2914757103574703,485495,496620,97.70852428964253,1
2024-09-01,2024,Sep,9,Electronics,Headphones,HEA-W-09,West,936,706,445,-230,230,24.57264957264957,-24.57264957264957,416520,314170,75.42735042735043,0
2024-10-01,2024,Oct,10,Electronics,Headphones,HEA-W-10,West,1265,1075,445,-190,190,15.019762845849801,-15.019762845849801,562925,478375,84.98023715415019,1
2024-11-01,2024,Nov,11,Electronics,Headphones,HEA-W-11,West,1038,1030,445,-8,8,0.7707129094412332,-0.7707129094412332,461910,458350,99.22928709055877,1
2024-12-01,2024,Dec,12,Electronics,Headphones,HEA-W-12,West,1108,829,445,-279,279,25.180505415162457,-25.180505415162457,493060,368905,74.81949458483754,0
2024-01-01,2024,Jan,1,Electronics,Monitor,MON-N-01,North,354,298,310,-56,56,15.819209039548024,-15.819209039548024,109740,92380,84.18079096045197,1
2024-02-01,2024,Feb,2,Electronics,Monitor,MON-N-02,North,412,378,310,-34,34,8.25242718446602,-8.25242718446602,127720,117180,91.74757281553399,1
2024-03-01,2024,Mar,3,Electronics,Monitor,MON-N-03,North,430,463,310,33,33,7.674418604651163,7.674418604651163,133300,143530,92.32558139534883,1
2024-04-01,2024,Apr,4,Electronics,Monitor,MON-N-04,North,366,338,310,-28,28,7.650273224043716,-7.650273224043716,113460,104780,92.34972677595628,1
2024-05-01,2024,May,5,Electronics,Monitor,MON-N-05,North,521,493,310,-28,28,5.3742802303262955,-5.3742802303262955,161510,152830,94.6257197696737,1
2024-06-01,2024,Jun,6,Electronics,Monitor,MON-N-06,North,396,359,310,-37,37,9.343434343434344,-9.343434343434344,122760,111290,90.65656565656566,1
2024-07-01,2024,Jul,7,Electronics,Monitor,MON-N-07,North,404,403,310,-1,1,0.24752475247524752,-0.24752475247524752,125240,124930,99.75247524752476,1
2024-08-01,2024,Aug,8,Electronics,Monitor,MON-N-08,North,549,453,310,-96,96,17.48633879781421,-17.48633879781421,170190,140430,82.5136612021858,1
2024-09-01,2024,Sep,9,Electronics,Monitor,MON-N-09,North,436,407,310,-29,29,6.651376146788992,-6.651376146788992,135160,126170,93.34862385321101,1
2024-10-01,2024,Oct,10,Electronics,Monitor,MON-N-10,North,308,311,310,3,3,0.974025974025974,0.974025974025974,95480,96410,99.02597402597402,1
2024-11-01,2024,Nov,11,Electronics,Monitor,MON-N-11,North,376,369,310,-7,7,1.8617021276595744,-1.8617021276595744,116560,114390,98.13829787234043,1
2024-12-01,2024,Dec,12,Electronics,Monitor,MON-N-12,North,216,205,310,-11,11,5.092592592592593,-5.092592592592593,66960,63550,94.9074074074074,1
2024-01-01,2024,Jan,1,Electronics,Monitor,MON-S-01,South,1375,1638,156,263,263,19.127272727272725,19.127272727272725,214500,255528,80.87272727272727,1
2024-02-01,2024,Feb,2,Electronics,Monitor,MON-S-02,South,1377,1254,156,-123,123,8.932461873638346,-8.932461873638346,214812,195624,91.06753812636165,1
2024-03-01,2024,Mar,3,Electronics,Monitor,MON-S-03,South,1410,1452,156,42,42,2.9787234042553195,2.9787234042553195,219960,226512,97.02127659574468,1
2024-04-01,2024,Apr,4,Electronics,Monitor,MON-S-04,South,2068,2321,156,253,253,12.23404255319149,12.23404255319149,322608,362076,87.7659574468085,1
2024-05-01,2024,May,5,Electronics,Monitor,MON-S-05,South,1328,1106,156,-222,222,16.716867469879517,-16.716867469879517,207168,172536,83.28313253012048,1
2024-06-01,2024,Jun,6,Electronics,Monitor,MON-S-06,South,2020,2012,156,-8,8,0.39603960396039606,-0.39603960396039606,315120,313872,99.60396039603961,1
2024-07-01,2024,Jul,7,Electronics,Monitor,MON-S-07,South,1582,1307,156,-275,275,17.38305941845765,-17.38305941845765,246792,203892,82.61694058154235,1
2024-08-01,2024,Aug,8,Electronics,Monitor,MON-S-08,South,1520,983,156,-537,537,35.328947368421055,-35.328947368421055,237120,153348,64.67105263157895,0
2024-09-01,2024,Sep,9,Electronics,Monitor,MON-S-09,South,1522,857,156,-665,665,43.69250985545335,-43.69250985545335,237432,133692,56.307490144546655,0
2024-10-01,2024,Oct,10,Electronics,Monitor,MON-S-10,South,1464,1323,156,-141,141,9.631147540983607,-9.631147540983607,228384,206388,90.3688524590164,1
2024-11-01,2024,Nov,11,Electronics,Monitor,MON-S-11,South,1192,1145,156,-47,47,3.942953020134228,-3.942953020134228,185952,178620,96.05704697986577,1
2024-12-01,2024,Dec,12,Electronics,Monitor,MON-S-12,South,965,1033,156,68,68,7.046632124352331,7.046632124352331,150540,161148,92.95336787564767,1
2024-01-01,2024,Jan,1,Electronics,Monitor,MON-E-01,East,923,1086,295,163,163,17.659804983748646,17.659804983748646,272285,320370,82.34019501625136,1
2024-02-01,2024,Feb,2,Electronics,Monitor,MON-E-02,East,1123,1043,295,-80,80,7.123775601068566,-7.123775601068566,331285,307685,92.87622439893144,1
2024-03-01,2024,Mar,3,Electronics,Monitor,MON-E-03,East,808,600,295,-208,208,25.742574257425744,-25.742574257425744,238360,177000,74.25742574257426,0
2024-04-01,2024,Apr,4,Electronics,Monitor,MON-E-04,East,1508,1814,295,306,306,20.291777188328915,20.291777188328915,444860,535130,79.70822281167109,0
2024-05-01,2024,May,5,Electronics,Monitor,MON-E-05,East,1553,1526,295,-27,27,1.7385705086928525,-1.7385705086928525,458135,450170,98.26142949130715,1
2024-06-01,2024,Jun,6,Electronics,Monitor,MON-E-06,East,1261,1495,295,234,234,18.556701030927837,18.556701030927837,371995,441025,81.44329896907216,1
2024-07-01,2024,Jul,7,Electronics,Monitor,MON-E-07,East,1113,1113,295,0,0,0.0,0.0,328335,328335,100.0,1
2024-08-01,2024,Aug,8,Electronics,Monitor,MON-E-08,East,1366,1375,295,9,9,0.6588579795021963,0.6588579795021963,402970,405625,99.34114202049781,1
2024-09-01,2024,Sep,9,Electronics,Monitor,MON-E-09,East,1295,1207,295,-88,88,6.795366795366796,-6.795366795366796,382025,356065,93.2046332046332,1
2024-10-01,2024,Oct,10,Electronics,Monitor,MON-E-10,East,843,921,295,78,78,9.252669039145907,9.252669039145907,248685,271695,90.74733096085409,1
2024-11-01,2024,Nov,11,Electronics,Monitor,MON-E-11,East,588,598,295,10,10,1.7006802721088436,1.7006802721088436,173460,176410,98.29931972789116,1
2024-12-01,2024,Dec,12,Electronics,Monitor,MON-E-12,East,599,645,295,46,46,7.6794657762938225,7.6794657762938225,176705,190275,92.32053422370618,1
2024-01-01,2024,Jan,1,Electronics,Monitor,MON-W-01,West,856,595,497,-261,261,30.490654205607477,-30.490654205607477,425432,295715,69.50934579439252,0
2024-02-01,2024,Feb,2,Electronics,Monitor,MON-W-02,West,1012,783,497,-229,229,22.628458498023715,-22.628458498023715,502964,389151,77.37154150197628,0
2024-03-01,2024,Mar,3,Electronics,Monitor,MON-W-03,West,1093,915,497,-178,178,16.285452881976212,-16.285452881976212,543221,454755,83.71454711802379,1
2024-04-01,2024,Apr,4,Electronics,Monitor,MON-W-04,West,1504,1583,497,79,79,5.252659574468085,5.252659574468085,747488,786751,94.74734042553192,1
2024-05-01,2024,May,5,Electronics,Monitor,MON-W-05,West,1402,1365,497,-37,37,2.6390870185449358,-2.6390870185449358,696794,678405,97.36091298145506,1
2024-06-01,2024,Jun,6,Electronics,Monitor,MON-W-06,West,1322,1116,497,-206,206,15.582450832072617,-15.582450832072617,657034,554652,84.41754916792739,1
2024-07-01,2024,Jul,7,Electronics,Monitor,MON-W-07,West,1061,1107,497,46,46,4.335532516493874,4.335532516493874,527317,550179,95.66446748350612,1
2024-08-01,2024,Aug,8,Electronics,Monitor,MON-W-08,West,1028,978,497,-50,50,4.863813229571985,-4.863813229571985,510916,486066,95.13618677042801,1
2024-09-01,2024,Sep,9,Electronics,Monitor,MON-W-09,West,844,472,497,-372,372,44.07582938388626,-44.07582938388626,419468,234584,55.92417061611374,0
2024-10-01,2024,Oct,10,Electronics,Monitor,MON-W-10,West,883,915,497,32,32,3.6240090600226504,3.6240090600226504,438851,454755,96.37599093997736,1
2024-11-01,2024,Nov,11,Electronics,Monitor,MON-W-11,West,993,844,497,-149,149,15.005035246727088,-15.005035246727088,493521,419468,84.99496475327291,1
2024-12-01,2024,Dec,12,Electronics,Monitor,MON-W-12,West,884,437,497,-447,447,50.56561085972851,-50.56561085972851,439348,217189,49.43438914027149,0
2024-01-01,2024,Jan,1,Home & Kitchen,Blender,BLE-N-01,North,968,575,39,-393,393,40.59917355371901,-40.59917355371901,37752,22425,59.400826446280995,0
2024-02-01,2024,Feb,2,Home & Kitchen,Blender,BLE-N-02,North,1010,850,39,-160,160,15.841584158415841,-15.841584158415841,39390,33150,84.15841584158416,1
2024-03-01,2024,Mar,3,Home & Kitchen,Blender,BLE-N-03,North,1570,847,39,-723,723,46.05095541401274,-46.05095541401274,61230,33033,53.94904458598726,0
2024-04-01,2024,Apr,4,Home & Kitchen,Blender,BLE-N-04,North,1514,1266,39,-248,248,16.380449141347427,-16.380449141347427,59046,49374,83.61955085865259,1
2024-05-01,2024,May,5,Home & Kitchen,Blender,BLE-N-05,North,1296,1172,39,-124,124,9.5679012345679,-9.5679012345679,50544,45708,90.4320987654321,1
2024-06-01,2024,Jun,6,Home & Kitchen,Blender,BLE-N-06,North,1282,908,39,-374,374,29.17316692667707,-29.17316692667707,49998,35412,70.82683307332293,0
2024-07-01,2024,Jul,7,Home & Kitchen,Blender,BLE-N-07,North,1393,1170,39,-223,223,16.008614501076813,-16.008614501076813,54327,45630,83.9913854989232,1
2024-08-01,2024,Aug,8,Home & Kitchen,Blender,BLE-N-08,North,1542,1531,39,-11,11,0.7133592736705577,-0.7133592736705577,60138,59709,99.28664072632944,1
2024-09-01,2024,Sep,9,Home & Kitchen,Blender,BLE-N-09,North,979,754,39,-225,225,22.982635342185905,-22.982635342185905,38181,29406,77.0173646578141,0
2024-10-01,2024,Oct,10,Home & Kitchen,Blender,BLE-N-10,North,835,610,39,-225,225,26.94610778443114,-26.94610778443114,32565,23790,73.05389221556887,0
2024-11-01,2024,Nov,11,Home & Kitchen,Blender,BLE-N-11,North,679,566,39,-113,113,16.642120765832104,-16.642120765832104,26481,22074,83.3578792341679,1
2024-12-01,2024,Dec,12,Home & Kitchen,Blender,BLE-N-12,North,702,487,39,-215,215,30.626780626780626,-30.626780626780626,27378,18993,69.37321937321937,0
2024-01-01,2024,Jan,1,Home & Kitchen,Blender,BLE-S-01,South,552,405,442,-147,147,26.6304347826087,-26.6304347826087,243984,179010,73.36956521739131,0
2024-02-01,2024,Feb,2,Home & Kitchen,Blender,BLE-S-02,South,747,564,442,-183,183,24.497991967871485,-24.497991967871485,330174,249288,75.50200803212851,0
2024-03-01,2024,Mar,3,Home & Kitchen,Blender,BLE-S-03,South,802,703,442,-99,99,12.344139650872817,-12.344139650872817,354484,310726,87.65586034912718,1
2024-04-01,2024,Apr,4,Home & Kitchen,Blender,BLE-S-04,South,984,646,442,-338,338,34.34959349593496,-34.34959349593496,434928,285532,65.65040650406505,0
2024-05-01,2024,May,5,Home & Kitchen,Blender,BLE-S-05,South,760,507,442,-253,253,33.28947368421053,-33.28947368421053,335920,224094,66.71052631578948,0
2024-06-01,2024,Jun,6,Home & Kitchen,Blender,BLE-S-06,South,959,542,442,-417,417,43.48279457768509,-43.48279457768509,423878,239564,56.51720542231491,0
2024-07-01,2024,Jul,7,Home & Kitchen,Blender,BLE-S-07,South,1005,659,442,-346,346,34.42786069651741,-34.42786069651741,444210,291278,65.57213930348257,0
2024-08-01,2024,Aug,8,Home & Kitchen,Blender,BLE-S-08,South,983,414,442,-569,569,57.88402848423194,-57.88402848423194,434486,182988,42.11597151576806,0
2024-09-01,2024,Sep,9,Home & Kitchen,Blender,BLE-S-09,South,537,471,442,-66,66,12.290502793296088,-12.290502793296088,237354,208182,87.70949720670392,1
2024-10-01,2024,Oct,10,Home & Kitchen,Blender,BLE-S-10,South,783,471,442,-312,312,39.84674329501915,-39.84674329501915,346086,208182,60.15325670498084,0
2024-11-01,2024,Nov,11,Home & Kitchen,Blender,BLE-S-11,South,555,335,442,-220,220,39.63963963963964,-39.63963963963964,245310,148070,60.36036036036037,0
2024-12-01,2024,Dec,12,Home & Kitchen,Blender,BLE-S-12,South,505,384,442,-121,121,23.96039603960396,-23.96039603960396,223210,169728,76.03960396039604,0
2024-01-01,2024,Jan,1,Home & Kitchen,Blender,BLE-E-01,East,587,461,380,-126,126,21.465076660988075,-21.465076660988075,223060,175180,78.53492333901193,0
2024-02-01,2024,Feb,2,Home & Kitchen,Blender,BLE-E-02,East,567,389,380,-178,178,31.393298059964724,-31.393298059964724,215460,147820,68.60670194003528,0
2024-03-01,2024,Mar,3,Home & Kitchen,Blender,BLE-E-03,East,837,672,380,-165,165,19.71326164874552,-19.71326164874552,318060,255360,80.28673835125448,1
2024-04-01,2024,Apr,4,Home & Kitchen,Blender,BLE-E-04,East,832,613,380,-219,219,26.322115384615387,-26.322115384615387,316160,232940,73.67788461538461,0
2024-05-01,2024,May,5,Home & Kitchen,Blender,BLE-E-05,East,1458,1681,380,223,223,15.294924554183813,15.294924554183813,554040,638780,84.70507544581618,1
2024-06-01,2024,Jun,6,Home & Kitchen,Blender,BLE-E-06,East,1430,1476,380,46,46,3.2167832167832167,3.2167832167832167,543400,560880,96.78321678321679,1
2024-07-01,2024,Jul,7,Home & Kitchen,Blender,BLE-E-07,East,1180,1075,380,-105,105,8.898305084745763,-8.898305084745763,448400,408500,91.10169491525424,1
2024-08-01,2024,Aug,8,Home & Kitchen,Blender,BLE-E-08,East,1134,874,380,-260,260,22.92768959435626,-22.92768959435626,430920,332120,77.07231040564373,0
2024-09-01,2024,Sep,9,Home & Kitchen,Blender,BLE-E-09,East,1076,800,380,-276,276,25.650557620817843,-25.650557620817843,408880,304000,74.34944237918215,0
2024-10-01,2024,Oct,10,Home & Kitchen,Blender,BLE-E-10,East,693,603,380,-90,90,12.987012987012985,-12.987012987012985,263340,229140,87.01298701298701,1
2024-11-01,2024,Nov,11,Home & Kitchen,Blender,BLE-E-11,East,637,661,380,24,24,3.767660910518053,3.767660910518053,242060,251180,96.23233908948194,1
2024-12-01,2024,Dec,12,Home & Kitchen,Blender,BLE-E-12,East,599,710,380,111,111,18.530884808013358,18.530884808013358,227620,269800,81.46911519198665,1
2024-01-01,2024,Jan,1,Home & Kitchen,Blender,BLE-W-01,West,846,563,463,-283,283,33.451536643026,-33.451536643026,391698,260669,66.548463356974,0
2024-02-01,2024,Feb,2,Home & Kitchen,Blender,BLE-W-02,West,724,495,463,-229,229,31.629834254143645,-31.629834254143645,335212,229185,68.37016574585635,0
2024-03-01,2024,Mar,3,Home & Kitchen,Blender,BLE-W-03,West,911,603,463,-308,308,33.80900109769484,-33.80900109769484,421793,279189,66.19099890230515,0
2024-04-01,2024,Apr,4,Home & Kitchen,Blender,BLE-W-04,West,1077,708,463,-369,369,34.26183844011142,-34.26183844011142,498651,327804,65.73816155988858,0
2024-05-01,2024,May,5,Home & Kitchen,Blender,BLE-W-05,West,1089,375,463,-714,714,65.56473829201101,-65.56473829201101,504207,173625,34.435261707988985,0
2024-06-01,2024,Jun,6,Home & Kitchen,Blender,BLE-W-06,West,1803,1483,463,-320,320,17.74819744869662,-17.74819744869662,834789,686629,82.25180255130337,1
2024-07-01,2024,Jul,7,Home & Kitchen,Blender,BLE-W-07,West,1040,809,463,-231,231,22.21153846153846,-22.21153846153846,481520,374567,77.78846153846153,0
2024-08-01,2024,Aug,8,Home & Kitchen,Blender,BLE-W-08,West,1508,1066,463,-442,442,29.310344827586203,-29.310344827586203,698204,493558,70.6896551724138,0
2024-09-01,2024,Sep,9,Home & Kitchen,Blender,BLE-W-09,West,1280,782,463,-498,498,38.90625,-38.90625,592640,362066,61.09375,0
2024-10-01,2024,Oct,10,Home & Kitchen,Blender,BLE-W-10,West,1007,644,463,-363,363,36.04766633565045,-36.04766633565045,466241,298172,63.95233366434956,0
2024-11-01,2024,Nov,11,Home & Kitchen,Blender,BLE-W-11,West,1001,1027,463,26,26,2.5974025974025974,2.5974025974025974,463463,475501,97.40259740259741,1
2024-12-01,2024,Dec,12,Home & Kitchen,Blender,BLE-W-12,West,653,628,463,-25,25,3.828483920367534,-3.828483920367534,302339,290764,96.17151607963247,1
2024-01-01,2024,Jan,1,Home & Kitchen,Microwave,MIC-N-01,North,915,855,142,-60,60,6.557377049180328,-6.557377049180328,129930,121410,93.44262295081968,1
2024-02-01,2024,Feb,2,Home & Kitchen,Microwave,MIC-N-02,North,1300,1013,142,-287,287,22.076923076923077,-22.076923076923077,184600,143846,77.92307692307692,0
2024-03-01,2024,Mar,3,Home & Kitchen,Microwave,MIC-N-03,North,1287,1401,142,114,114,8.857808857808857,8.857808857808857,182754,198942,91.14219114219114,1
2024-04-01,2024,Apr,4,Home & Kitchen,Microwave,MIC-N-04,North,1529,1398,142,-131,131,8.56769130150425,-8.56769130150425,217118,198516,91.43230869849575,1
2024-05-01,2024,May,5,Home & Kitchen,Microwave,MIC-N-05,North,2012,2092,142,80,80,3.9761431411530817,3.9761431411530817,285704,297064,96.02385685884693,1
2024-06-01,2024,Jun,6,Home & Kitchen,Microwave,MIC-N-06,North,2018,1752,142,-266,266,13.181367690782952,-13.181367690782952,286556,248784,86.81863230921705,1
2024-07-01,2024,Jul,7,Home & Kitchen,Microwave,MIC-N-07,North,1402,1291,142,-111,111,7.917261055634807,-7.917261055634807,199084,183322,92.08273894436519,1
2024-08-01,2024,Aug,8,Home & Kitchen,Microwave,MIC-N-08,North,1292,1282,142,-10,10,0.7739938080495357,-0.7739938080495357,183464,182044,99.22600619195046,1
2024-09-01,2024,Sep,9,Home & Kitchen,Microwave,MIC-N-09,North,1970,2365,142,395,395,20.050761421319795,20.050761421319795,279740,335830,79.94923857868021,0
2024-10-01,2024,Oct,10,Home & Kitchen,Microwave,MIC-N-10,North,1103,1062,142,-41,41,3.71713508612874,-3.71713508612874,156626,150804,96.28286491387126,1
2024-11-01,2024,Nov,11,Home & Kitchen,Microwave,MIC-N-11,North,1250,1411,142,161,161,12.879999999999999,12.879999999999999,177500,200362,87.12,1
2024-12-01,2024,Dec,12,Home & Kitchen,Microwave,MIC-N-12,North,1047,1325,142,278,278,26.552053486150907,26.552053486150907,148674,188150,73.44794651384909,0
2024-01-01,2024,Jan,1,Home & Kitchen,Microwave,MIC-S-01,South,928,944,103,16,16,1.7241379310344827,1.7241379310344827,95584,97232,98.27586206896551,1
2024-02-01,2024,Feb,2,Home & Kitchen,Microwave,MIC-S-02,South,1319,1380,103,61,61,4.624715693707354,4.624715693707354,135857,142140,95.37528430629266,1
2024-03-01,2024,Mar,3,Home & Kitchen,Microwave,MIC-S-03,South,2068,2171,103,103,103,4.980657640232108,4.980657640232108,213004,223613,95.01934235976789,1
2024-04-01,2024,Apr,4,Home & Kitchen,Microwave,MIC-S-04,South,2139,1971,103,-168,168,7.854137447405329,-7.854137447405329,220317,203013,92.14586255259466,1
2024-05-01,2024,May,5,Home & Kitchen,Microwave,MIC-S-05,South,1507,1562,103,55,55,3.64963503649635,3.64963503649635,155221,160886,96.35036496350365,1
2024-06-01,2024,Jun,6,Home & Kitchen,Microwave,MIC-S-06,South,2455,2515,103,60,60,2.4439918533604885,2.4439918533604885,252865,259045,97.55600814663951,1
2024-07-01,2024,Jul,7,Home & Kitchen,Microwave,MIC-S-07,South,2440,2156,103,-284,284,11.639344262295081,-11.639344262295081,251320,222068,88.36065573770492,1
2024-08-01,2024,Aug,8,Home & Kitchen,Microwave,MIC-S-08,South,1588,1617,103,29,29,1.8261964735516372,1.8261964735516372,163564,166551,98.17380352644837,1
2024-09-01,2024,Sep,9,Home & Kitchen,Microwave,MIC-S-09,South,1773,1611,103,-162,162,9.137055837563452,-9.137055837563452,182619,165933,90.86294416243655,1
2024-10-01,2024,Oct,10,Home & Kitchen,Microwave,MIC-S-10,South,1469,1529,103,60,60,4.084411164057182,4.084411164057182,151307,157487,95.91558883594283,1
2024-11-01,2024,Nov,11,Home & Kitchen,Microwave,MIC-S-11,South,1348,1638,103,290,290,21.513353115727003,21.513353115727003,138844,168714,78.486646884273,0
2024-12-01,2024,Dec,12,Home & Kitchen,Microwave,MIC-S-12,South,1425,1268,103,-157,157,11.017543859649123,-11.017543859649123,146775,130604,88.98245614035088,1
2024-01-01,2024,Jan,1,Home & Kitchen,Microwave,MIC-E-01,East,1409,1972,431,563,563,39.957416607523065,39.957416607523065,607279,849932,60.042583392476935,0
2024-02-01,2024,Feb,2,Home & Kitchen,Microwave,MIC-E-02,East,1443,1245,431,-198,198,13.721413721413722,-13.721413721413722,621933,536595,86.27858627858627,1
2024-03-01,2024,Mar,3,Home & Kitchen,Microwave,MIC-E-03,East,1738,1717,431,-21,21,1.2082853855005753,-1.2082853855005753,749078,740027,98.79171461449943,1
2024-04-01,2024,Apr,4,Home & Kitchen,Microwave,MIC-E-04,East,1791,1984,431,193,193,10.77610273590173,10.77610273590173,771921,855104,89.22389726409827,1
2024-05-01,2024,May,5,Home & Kitchen,Microwave,MIC-E-05,East,2403,1970,431,-433,433,18.01914273824386,-18.01914273824386,1035693,849070,81.98085726175613,1
2024-06-01,2024,Jun,6,Home & Kitchen,Microwave,MIC-E-06,East,2752,2711,431,-41,41,1.489825581395349,-1.489825581395349,1186112,1168441,98.51017441860465,1
2024-07-01,2024,Jul,7,Home & Kitchen,Microwave,MIC-E-07,East,2615,3545,431,930,930,35.5640535372849,35.5640535372849,1127065,1527895,64.43594646271511,0
2024-08-01,2024,Aug,8,Home & Kitchen,Microwave,MIC-E-08,East,2232,2444,431,212,212,9.498207885304659,9.498207885304659,961992,1053364,90.50179211469535,1
2024-09-01,2024,Sep,9,Home & Kitchen,Microwave,MIC-E-09,East,2415,2956,431,541,541,22.401656314699796,22.401656314699796,1040865,1274036,77.59834368530021,0
2024-10-01,2024,Oct,10,Home & Kitchen,Microwave,MIC-E-10,East,1845,2308,431,463,463,25.094850948509485,25.094850948509485,795195,994748,74.90514905149051,0
2024-11-01,2024,Nov,11,Home & Kitchen,Microwave,MIC-E-11,East,1081,1295,431,214,214,19.79648473635523,19.79648473635523,465911,558145,80.20351526364477,1
2024-12-01,2024,Dec,12,Home & Kitchen,Microwave,MIC-E-12,East,1297,1249,431,-48,48,3.700848111025443,-3.700848111025443,559007,538319,96.29915188897455,1
2024-01-01,2024,Jan,1,Home & Kitchen,Microwave,MIC-W-01,West,939,825,127,-114,114,12.140575079872203,-12.140575079872203,119253,104775,87.8594249201278,1
2024-02-01,2024,Feb,2,Home & Kitchen,Microwave,MIC-W-02,West,1065,823,127,-242,242,22.72300469483568,-22.72300469483568,135255,104521,77.27699530516432,0
2024-03-01,2024,Mar,3,Home & Kitchen,Microwave,MIC-W-03,West,840,868,127,28,28,3.3333333333333335,3.3333333333333335,106680,110236,96.66666666666667,1
2024-04-01,2024,Apr,4,Home & Kitchen,Microwave,MIC-W-04,West,1385,1082,127,-303,303,21.87725631768953,-21.87725631768953,175895,137414,78.12274368231047,0
2024-05-01,2024,May,5,Home & Kitchen,Microwave,MIC-W-05,West,1453,1426,127,-27,27,1.8582243633860975,-1.8582243633860975,184531,181102,98.1417756366139,1
2024-06-01,2024,Jun,6,Home & Kitchen,Microwave,MIC-W-06,West,1177,1414,127,237,237,20.135938827527614,20.135938827527614,149479,179578,79.86406117247239,0
2024-07-01,2024,Jul,7,Home & Kitchen,Microwave,MIC-W-07,West,1216,794,127,-422,422,34.70394736842105,-34.70394736842105,154432,100838,65.29605263157895,0
2024-08-01,2024,Aug,8,Home & Kitchen,Microwave,MIC-W-08,West,1195,1367,127,172,172,14.393305439330545,14.393305439330545,151765,173609,85.60669456066945,1
2024-09-01,2024,Sep,9,Home & Kitchen,Microwave,MIC-W-09,West,1349,1297,127,-52,52,3.85470719051149,-3.85470719051149,171323,164719,96.14529280948851,1
2024-10-01,2024,Oct,10,Home & Kitchen,Microwave,MIC-W-10,West,907,681,127,-226,226,24.91730981256891,-24.91730981256891,115189,86487,75.08269018743108,0
2024-11-01,2024,Nov,11,Home & Kitchen,Microwave,MIC-W-11,West,840,786,127,-54,54,6.428571428571428,-6.428571428571428,106680,99822,93.57142857142857,1
2024-12-01,2024,Dec,12,Home & Kitchen,Microwave,MIC-W-12,West,832,856,127,24,24,2.8846153846153846,2.8846153846153846,105664,108712,97.11538461538461,1
2024-01-01,2024,Jan,1,Home & Kitchen,Vacuum,VAC-N-01,North,904,1163,302,259,259,28.650442477876105,28.650442477876105,273008,351226,71.3495575221239,0
2024-02-01,2024,Feb,2,Home & Kitchen,Vacuum,VAC-N-02,North,983,1060,302,77,77,7.8331637843336726,7.8331637843336726,296866,320120,92.16683621566632,1
2024-03-01,2024,Mar,3,Home & Kitchen,Vacuum,VAC-N-03,North,1037,1324,302,287,287,27.67598842815815,27.67598842815815,313174,399848,72.32401157184185,0
2024-04-01,2024,Apr,4,Home & Kitchen,Vacuum,VAC-N-04,North,1569,1984,302,415,415,26.449968132568515,26.449968132568515,473838,599168,73.55003186743149,0
